,post_id,text,tokens
142,15835185,"
","['I', 'think', 'you', 'might', 'be', 'looking', 'for', 'PathPrefix...', 'func', 'main', '()', '{', 'r', ':=', 'mux.NewRouter()', 'r.HandleFunc(""/search/{searchTerm}"", Search)', 'r.HandleFunc(""/load/{dataId}"", Load)', 'r.PathPrefix(""/"").Handler(http.FileServer(http.Dir(""./static/"")))', 'http.Handle(""/"", r)', 'http.ListenAndServe("":8100"", nil)', '}']"
143,15858718,"No, there are no guarantees.

Even when the channel is not full, if two goroutines are started at about the same time to send to it, I don't think there is any guarantee that the goroutine that was started first would actually execute first. So you can't count on the messages arriving in order.
","['No,', 'there', 'are', 'no', 'guarantees.', 'Even', 'when', 'the', 'channel', 'is', 'not', 'full,', 'if', 'two', 'goroutines', 'are', 'started', 'at', 'about', 'the', 'same', 'time', 'to', 'send', 'to', 'it,', 'I', ""don't"", 'think', 'there', 'is', 'any', 'guarantee', 'that', 'the', 'goroutine', 'that', 'was', 'started', 'first', 'would', 'actually', 'execute', 'first.', 'So', 'you', ""can't"", 'count', 'on', 'the', 'messages', 'arriving', 'in', 'order.']"
144,15858897,"
","['You', 'can', 'drop', 'the', 'message', 'if', 'the', 'channel', 'is', 'full', '(and', 'then', 'set', 'a', 'flag', 'to', 'pause', 'the', 'client', 'and', 'send', 'them', 'a', 'message', 'that', ""they're"", 'dropping', 'messages', 'or', 'whatever).', 'Something', 'along', 'the', 'lines', 'of', '(untested):', 'type', 'Client', 'struct', '{', 'Name', 'string', 'ch', 'chan', '<-', 'string', '}', 'func', 'broadcast', '(', 'c', '<-', 'chan', 'string', ',', 'chan', 's', '[]*', 'Client', ')', '{', 'for', 'msg', ':=', 'range', 'c', '{', 'for', '_', ',', 'ch', ':=', 'range', 'chan', 's', '{', 'select', '{', 'case', 'ch', '.', 'ch', '<-', 'msg', ':', '//', 'all', 'okay', 'default', ':', 'log.Printf(""Channel was full sending \'%s\' to client %s"", msg, ch.Name)', '}', '}', '}', '}']"
145,15862090,"In this code, no guarantees.

The main problem with the given sample code lies not in the channel behavior, but rather in the numerous created goroutines. All the goroutines are ""fired"" inside the same imbricated loop without further synchronization, so even before they start to send messages, we simply don't know which ones will execute first.

However this rises a legitimate question in general : if we somehow garantee the order of several blocking send instructions, are we guaranteed to receive them in the same order?

The ""happens-before"" property of the sendings is difficult to create. I fear it is impossible because :


Anything can happen before the sending instruction : for example, other goroutines performing their own sendings or not
A goroutine being blocked in a sending cannot simultaneously manage other sorts of synchronization


For example, if I have 10 goroutines numbered 1 to 10, I have no way of letting them send their own number to the channel, concurrently, in the right order. All I can do is use various kinds of sequential tricks like doing the sorting in 1 single goroutine.
","['In', 'this', 'code,', 'no', 'guarantees.', 'The', 'main', 'problem', 'with', 'the', 'given', 'sample', 'code', 'lies', 'not', 'in', 'the', 'channel', 'behavior,', 'but', 'rather', 'in', 'the', 'numerous', 'created', 'goroutines.', 'All', 'the', 'goroutines', 'are', '""fired""', 'inside', 'the', 'same', 'imbricated', 'loop', 'without', 'further', 'synchronization,', 'so', 'even', 'before', 'they', 'start', 'to', 'send', 'messages,', 'we', 'simply', ""don't"", 'know', 'which', 'ones', 'will', 'execute', 'first.', 'However', 'this', 'rises', 'a', 'legitimate', 'question', 'in', 'general', ':', 'if', 'we', 'somehow', 'garantee', 'the', 'order', 'of', 'several', 'blocking', 'send', 'instructions,', 'are', 'we', 'guaranteed', 'to', 'receive', 'them', 'in', 'the', 'same', 'order?', 'The', '""happens-before""', 'property', 'of', 'the', 'sendings', 'is', 'difficult', 'to', 'create.', 'I', 'fear', 'it', 'is', 'impossible', 'because', ':', 'Anything', 'can', 'happen', 'before', 'the', 'sending', 'instruction', ':', 'for', 'example,', 'other', 'goroutines', 'performing', 'their', 'own', 'sendings', 'or', 'not', 'A', 'goroutine', 'being', 'blocked', 'in', 'a', 'sending', 'cannot', 'simultaneously', 'manage', 'other', 'sorts', 'of', 'synchronization', 'For', 'example,', 'if', 'I', 'have', '10', 'goroutines', 'numbered', '1', 'to', '10,', 'I', 'have', 'no', 'way', 'of', 'letting', 'them', 'send', 'their', 'own', 'number', 'to', 'the', 'channel,', 'concurrently,', 'in', 'the', 'right', 'order.', 'All', 'I', 'can', 'do', 'is', 'use', 'various', 'kinds', 'of', 'sequential', 'tricks', 'like', 'doing', 'the', 'sorting', 'in', '1', 'single', 'goroutine.']"
146,15864816,"

These methods will, of course, remove all parallelism due to synchronization. However,
the concurrent aspect of your program remains.
","['This', 'is', 'an', 'addition', 'to', 'the', 'already', 'posted', 'answers.', 'As', 'practically', 'everyone', 'stated,', 'that', 'the', 'problem', 'is', 'the', 'order', 'of', 'execution', 'of', 'the', 'goroutines,', 'you', 'can', 'easily', 'coordinate', 'goroutine', 'execution', 'using', 'channels', 'by', 'passing', 'around', 'the', 'number', 'of', 'the', 'goroutine', 'you', 'want', 'to', 'run:', 'func', 'coordinated', '(', 'coord', 'chan', 'int', ',', 'num', ',', 'max', 'int', ',', 'work', 'func', '())', '{', 'for', '{', 'n', ':=', '<-', 'coord', 'if', 'n', '==', 'num', '{', 'work', '()', 'coord', '<-', '(', 'n', '+', '1', ')', '%', 'max', '}', 'else', '{', 'coord', '<-', 'n', '}', '}', '}', 'coord', ':=', 'make', '(', 'chan', 'int', ')', 'go', 'coordinated', '(', 'coord', ',', '0', ',', '3', ',', 'func', '()', '{', 'println', '(', '""0""', ');', 'time.Sleep(1 * time.Second) })', 'go', 'coordinated', '(', 'coord', ',', '1', ',', '3', ',', 'func', '()', '{', 'println', '(', '""1""', ');', 'time.Sleep(1 * time.Second) })', 'go', 'coordinated', '(', 'coord', ',', '2', ',', '3', ',', 'func', '()', '{', 'println', '(', '""2""', ');', 'time.Sleep(1 * time.Second) })', 'coord', '<-', '0', 'or', 'by', 'using', 'a', 'central', 'goroutine', 'which', 'executes', 'the', 'workers', 'in', 'a', 'ordered', 'manner:', 'func', 'executor', '(', 'funs', 'chan', 'func', '())', '{', 'for', '{', 'worker', ':=', '<-', 'funs', 'worker', '()', 'funs', '<-', 'worker', '}', '}', 'funs', ':=', 'make', '(', 'chan', 'func', '(),', '3', ')', 'funs', '<-', 'func', '()', '{', 'println', '(', '""0""', ');', 'time.Sleep(1 * time.Second)', '}', 'funs', '<-', 'func', '()', '{', 'println', '(', '""1""', ');', 'time.Sleep(1 * time.Second)', '}', 'funs', '<-', 'func', '()', '{', 'println', '(', '""2""', ');', 'time.Sleep(1 * time.Second)', '}', 'go', 'executor', '(', 'funs', ')', 'These', 'methods', 'will,', 'of', 'course,', 'remove', 'all', 'parallelism', 'due', 'to', 'synchronization.', 'However,', 'the', 'concurrent', 'aspect', 'of', 'your', 'program', 'remains.']"
147,15990066,"
","['How', 'about', 'to', 'store', 'Votes', 'as', 'child', 'items', 'of', 'Comment,', 'using', 'ancestor', 'paths?', 'I', 'mean', 'set', 'parent', 'key', 'parameter', 'pointing', 'to', 'parent', 'Comment', 'when', 'you', 'storing', 'each', 'new', 'Vote', 'struct.', 'Something', 'like', 'this:', 'key', ',', 'err', ':=', 'datastore.Put(context, datastore.NewIncompleteKey(context, model.DB_KIND_VOTE, commentKey), &vote)']"
148,16142329,"

Personally though, I would create a template function called zip that accepts multiple slices and returns a slice of each pair of values. It would look cleaner in your template and probably get reused somewhere.
","['One', 'of', 'the', 'predefined', 'global', 'template', 'functions', 'is', 'index.', 'index', 'Returns', 'the', 'result', 'of', 'indexing', 'its', 'first', 'argument', 'by', 'the', 'following', 'arguments.', 'Thus', 'index', 'x', '1', '2', '3', 'is,', 'in', 'Go', 'syntax,', 'x[1][2][3].', 'Each', 'indexed', 'item', 'must', 'be', 'a', 'map,', 'slice,', 'or', 'array.', 'So', 'you', 'are', 'on', 'the', 'right', 'track.', 'The', 'only', 'issue', 'is', 'that', 'you', 'are', 'not', 'accounting', 'for', 'the', 'fact', 'the', 'dot', 'has', 'been', 'reassigned', 'within', 'the', 'range', 'block.', 'So', 'you', 'need', 'to', 'get', 'back', 'to', 'the', 'original', 'dot,', 'for', 'that', 'we', 'have', 'the', 'following', 'When', 'execution', 'begins,', '$', 'is', 'set', 'to', 'the', 'data', 'argument', 'passed', 'to', 'Execute,', 'that', 'is,', 'to', 'the', 'starting', 'value', 'of', 'dot.', 'So', '(assuming', 'there', 'is', 'nothing', 'else', 'going', 'on', 'in', 'your', 'template)', 'you', 'should', 'be', 'able', 'to', 'do:', '{{', 'range', '$', 'i', ',', '$', 'e', ':=', '.', 'First', '}}$', 'e', '-', '{{', 'index', '$.', 'Second', '$', 'i', '}}{{', 'end', '}}', 'Personally', 'though,', 'I', 'would', 'create', 'a', 'template', 'function', 'called', 'zip', 'that', 'accepts', 'multiple', 'slices', 'and', 'returns', 'a', 'slice', 'of', 'each', 'pair', 'of', 'values.', 'It', 'would', 'look', 'cleaner', 'in', 'your', 'template', 'and', 'probably', 'get', 'reused', 'somewhere.']"
149,16169115,"

hopefully shows some useful information in your case. See also the output of

go help list


for additional information about the go list tool.
","['go', 'list', '-', 'f', '\'{{join .Deps ""\\n""}}\'', 'Will', 'show', 'import', 'dependencies', 'for', 'package', 'at', '-', 'or', 'in', 'current', 'directory', 'if', 'is', 'left', 'empty.', 'Alternatively', 'go', 'list', '-', 'f', '\'{{join .DepsErrors ""\\n""}}\'', 'hopefully', 'shows', 'some', 'useful', 'information', 'in', 'your', 'case.', 'See', 'also', 'the', 'output', 'of', 'go', 'help', 'list', 'for', 'additional', 'information', 'about', 'the', 'go', 'list', 'tool.']"
150,16175509,") makes this very simple.

So, if you have packages A -> B -> C -> A, you create InterfaceA (some relevant name, obviously, more behaviour-related than package-related :) in package C and make it depend on this interface instead of on package A, and you make sure package A ""implements"" this interface.

Then you just have to provide a concrete implementation of A to C at some point (many possibilities here, I usually do this ""glue"" code in the main package that knows about all dependencies).
","['To', 'complement', 'on', ""jnml's"", 'answer', '(which', 'helps', '""debug""', 'circular', 'references', 'problems),', 'you', 'can', 'use', 'dependency', 'inversion', 'to', 'break', 'those', 'cycles,', 'coupled', 'with', 'dependency', 'injection.', 'For', 'an', 'application,', 'I', 'always', 'try', 'to', 'follow', 'the', 'guidelines', 'of', 'the', 'Clean', 'Architecture', '-', 'see', 'here', 'for', 'a', 'Go-specific', 'example', '-', 'and', 'I', 'find', 'that', ""Go's"", '""non-declarative', 'implementation""', 'of', 'interfaces', '(that', 'is,', 'you', ""don't"", 'have', 'to', 'explicitly', 'say', 'type', 'MyStruct', 'struct', 'implements', 'IfceSomething', ')', 'makes', 'this', 'very', 'simple.', 'So,', 'if', 'you', 'have', 'packages', 'A', '->', 'B', '->', 'C', '->', 'A,', 'you', 'create', 'InterfaceA', '(some', 'relevant', 'name,', 'obviously,', 'more', 'behaviour-related', 'than', 'package-related', ':)', 'in', 'package', 'C', 'and', 'make', 'it', 'depend', 'on', 'this', 'interface', 'instead', 'of', 'on', 'package', 'A,', 'and', 'you', 'make', 'sure', 'package', 'A', '""implements""', 'this', 'interface.', 'Then', 'you', 'just', 'have', 'to', 'provide', 'a', 'concrete', 'implementation', 'of', 'A', 'to', 'C', 'at', 'some', 'point', '(many', 'possibilities', 'here,', 'I', 'usually', 'do', 'this', '""glue""', 'code', 'in', 'the', 'main', 'package', 'that', 'knows', 'about', 'all', 'dependencies).']"
151,16683592,"While you can declare an actual ""read only"" or ""write only"" channel variable, it's useless to do so, because you can't do anything with them.  

The ""read only"" and ""write only"" syntax is for function parameters.  This syntax is more like ""const"" in C or ""in"" and ""out"" in Ada. 

Nor do Go channels have two ""ends"". UNIX pipes have two file descriptors, one for each end. The same variable of channel type is used for both reading and writing.  
","['While', 'you', 'can', 'declare', 'an', 'actual', '""read', 'only""', 'or', '""write', 'only""', 'channel', 'variable,', ""it's"", 'useless', 'to', 'do', 'so,', 'because', 'you', ""can't"", 'do', 'anything', 'with', 'them.', 'The', '""read', 'only""', 'and', '""write', 'only""', 'syntax', 'is', 'for', 'function', 'parameters.', 'This', 'syntax', 'is', 'more', 'like', '""const""', 'in', 'C', 'or', '""in""', 'and', '""out""', 'in', 'Ada.', 'Nor', 'do', 'Go', 'channels', 'have', 'two', '""ends"".', 'UNIX', 'pipes', 'have', 'two', 'file', 'descriptors,', 'one', 'for', 'each', 'end.', 'The', 'same', 'variable', 'of', 'channel', 'type', 'is', 'used', 'for', 'both', 'reading', 'and', 'writing.']"
152,16916602,"

Playground



Output:

I am a *main.Cod

","['You', 'are', 'getting', 'the', 'correct', 'answer.', 'The', 'answer', 'you', 'want', 'to', 'get', 'is', 'wrong.', 'In', 'func', '(', 'f', '*', 'Fish', ')', 'WhatAmI', '()', 'string', '{', 'return', 'reflect.TypeOf(f).String()', '}', 'f', 'is', 'of', 'type', '*main.Fish,', ""it's"", 'even', 'declared', 'to', 'be', 'of', 'that', 'type', '(f', '*Fish).', 'Thus', 'it', 'cannot', 'ever', 'be', 'of', 'type', '*main.Cod.', 'The', 'probable', 'source', 'of', 'confusion:', 'The', 'method', 'set', 'of', 'Cod', 'inherites', 'the', 'method', 'set', 'of', 'its', 'embedded,', 'anonymous', 'field', 'Fish', 'and', ""doesn't"", 'override', 'it.', 'Thus', 'invoking', 'WhatAmI', 'on', 'an', 'instance', 'of', 'Cod', '""delegates""', 'the', 'call', 'to', 'Fish.WhatAmI,', 'but', 'the', 'receiver', 'is', 'now', 'the', 'embedded', 'field', 'of', 'type', '*main.Fish.', 'Example', 'with', 'overriding', 'the', 'inherited', 'method:', 'package', 'main', 'import', '(', '""fmt""', ')', 'type', 'Fish', 'struct', '{', '}', 'func', '(', 'f', '*', 'Fish', ')', 'WhatAmI', '()', 'string', '{', 'return', 'fmt.Sprintf(""%T"", f)', '}', 'type', 'Cod', 'struct', '{', 'Fish', '}', 'func', '(', 'c', '*', 'Cod', ')', 'WhatAmI', '()', 'string', '{', 'return', 'fmt.Sprintf(""%T"", c)', '}', 'func', 'main', '()', '{', 'c', ':=', 'new', '(', 'Cod', ')', 'fmt.Println(""I am a"", c.WhatAmI())', '}', 'Playground', 'Output:', 'I', 'am', 'a', '*main.Cod']"
153,16917647,"

Gives:

I am a *main.Cod

","['For', 'a', 'fairly', 'generic', 'solution,', 'you', 'could', 'separate', 'the', 'WhatAmI', 'function', 'from', 'the', 'Fish', 'type', 'and', 'use', 'an', 'empty', 'interface', '(see', 'Andrew', ""Gerrand's"", '""The', 'Laws', 'of', 'Reflection""),', 'and', 'just', 'check', 'the', 'type', 'on', 'that:', 'package', 'main', 'import', '(', '""fmt""', '""reflect""', ')', 'type', 'Fish', 'struct', '{', '}', 'type', 'Cod', 'struct', '{', 'Fish', '}', 'func', 'WhatAmI', '(', 'self', 'interface', '{})', 'string', '{', 'return', 'reflect.TypeOf(self).String()', '}', 'func', 'main', '()', '{', 'c', ':=', 'new', '(', 'Cod', ')', 'fmt.Println(""I am a"", WhatAmI(c))', '}', 'Gives:', 'I', 'am', 'a', '*main.Cod']"
154,16931866,"

I posted a working example to goplay: http://play.golang.org/p/4EaasS2VLL
","['This', 'code', 'has', 'many', 'errors', 'in', 'it.', 'To', 'start', 'with,', 'the', 'json', ""isn't"", 'valid', 'json.', 'You', 'are', 'missing', 'the', 'commas', 'in', 'between', 'key', 'pairs', 'in', 'your', 'top', 'level', 'object.', 'I', 'added', 'the', 'commas', 'and', 'pretty', 'printed', 'it', 'for', 'you:', '{', '""1001""', ':{', '""level""', ':', '10', ',', '""monster-id""', ':', '1001', ',', '""skill-level""', ':', '1', ',', '""aimer-id""', ':', '301', '},', '""1002""', ':{', '""level""', ':', '12', ',', '""monster-id""', ':', '1002', ',', '""skill-level""', ':', '1', ',', '""aimer-id""', ':', '302', '},', '""1003""', ':{', '""level""', ':', '16', ',', '""monster-id""', ':', '1003', ',', '""skill-level""', ':', '2', ',', '""aimer-id""', ':', '303', '}', '}', 'Your', 'next', 'problem', '(the', 'one', 'you', 'asked', 'about)', 'is', 'that', 'm', ':=', 'data', '.(', 'map', '[', 'string', ']', 'interface', '{})', 'makes', 'm', 'a', 'map', '[', 'string', ']', 'interface', '{}', '.', 'That', 'means', 'when', 'you', 'index', 'it', 'such', 'as', 'the', 'v', 'in', 'your', 'range', 'loop,', 'the', 'type', 'is', 'interface{}.', 'You', 'need', 'to', 'type', 'assert', 'it', 'again', 'with', 'v', '.(', 'map', '[', 'string', ']', 'interface', '{})', 'and', 'then', 'type', 'assert', 'each', 'time', 'you', 'read', 'from', 'the', 'map.', 'I', 'also', 'notice', 'that', 'you', 'next', 'attempt', 'mc.Pool[i]', '=', 'monster', 'when', 'i', 'is', 'an', 'int', 'and', 'mc.Pool', 'is', 'a', 'map[string]Monster.', 'An', 'int', 'is', 'not', 'a', 'valid', 'key', 'for', 'that', 'map.', 'Your', 'data', 'looks', 'very', 'rigid', 'so', 'I', 'would', 'make', 'unmarshall', 'do', 'most', 'of', 'the', 'work', 'for', 'you.', 'Instead', 'of', 'providing', 'it', 'a', 'map[string]interface{},', 'you', 'can', 'provide', 'it', 'a', 'map[string]Monster.', 'Here', 'is', 'a', 'quick', 'example.', 'As', 'well', 'as', 'changing', 'how', 'the', 'unmarshalling', 'works,', 'I', 'also', 'added', 'an', 'error', 'return.', 'The', 'error', 'return', 'is', 'useful', 'for', 'finding', 'bugs.', 'That', 'error', 'return', 'is', 'what', 'told', 'me', 'you', 'had', 'invalid', 'json.', 'type', 'Monster', 'struct', '{', 'MonsterId', 'int32', 'json', ':', '""monster-id""', 'Level', 'int32', 'json', ':', '""level""', 'SkillLevel', 'int32', 'json', ':', '""skill-level""', 'AimerId', 'int32', 'json', ':', '""aimer-id""', '}', 'type', 'MonsterCollection', 'struct', '{', 'Pool', 'map', '[', 'string', ']', 'Monster', '}', 'func', '(', 'mc', '*', 'MonsterCollection', ')', 'FromJson', '(', 'jsonStr', 'string', ')', 'error', '{', 'var', 'data', '=', '&', 'mc', '.', 'Pool', 'b', ':=', '[]', 'byte', '(', 'jsonStr', ')', 'return', 'json.Unmarshal(b, data)', '}', 'I', 'posted', 'a', 'working', 'example', 'to', 'goplay:', 'http://play.golang.org/p/4EaasS2VLL']"
